fare_amount,passenger_count,distance_m,pickup_time
8.1,2,2774,18
10.0,2,2810,08
4.5,1,824,15
25.7,1,12297,00
7.3,5,1708,12
9.5,3,1188,12
5.7,1,866,20
8.9,1,2300,10
11.3,1,2826,11
3.7,1,661,16
6.1,1,2921,02
5.3,1,768,09
45.0,1,20647,11
5.5,1,793,11
6.0,1,1198,09
5.7,5,1650,20
3.3,1,454,18
4.1,2,869,03
4.9,1,978,06
9.5,1,3137,19
7.3,1,2219,20
9.5,2,2656,07
29.33,1,9510,08
12.1,3,4285,22
8.0,1,1914,20
4.5,1,1083,09
12.5,1,5491,21
11.5,3,4499,17
6.9,1,1726,06
5.5,1,889,22
8.0,1,1777,00
7.7,1,1855,14
6.9,1,2366,10
9.7,1,4350,20
9.5,1,2137,22
12.5,1,3006,08
12.1,2,5031,08
10.1,1,4064,15
8.9,5,2519,21
7.5,3,1632,21
12.1,1,3176,15
17.5,1,7884,02
5.5,1,1155,00
10.1,1,1582,13
14.9,1,4740,23
6.5,1,2825,11
7.3,2,2373,02
4.5,1,976,20
10.0,6,1567,08
3.3,1,458,12
10.9,2,3044,19
11.0,1,4416,22
28.5,1,8939,11
17.3,3,7817,05
15.0,1,4083,02
6.9,1,962,15
10.0,1,2747,21
9.3,5,3599,00
7.0,2,1632,17
7.3,1,2006,06
8.5,1,2612,11
7.7,1,1833,08
8.5,1,2425,09
17.0,1,4478,19
9.5,1,1016,12
10.9,1,2039,15
8.5,1,2059,19
10.5,1,2948,21
16.5,1,4946,03
6.9,1,1789,16
10.5,6,2514,06
8.0,6,1975,17
5.3,1,2244,18
13.0,1,1970,19
6.0,2,1164,20
3.7,2,717,22
4.9,1,1345,23
10.5,2,3259,23
93.58,1,28872,14
8.1,5,2108,19
6.5,1,1975,09
7.5,1,1654,19
5.3,3,1211,19
7.5,1,1089,12
36.16,2,8721,13
5.5,6,948,22
15.0,3,3277,22
19.5,1,5217,15
8.9,1,3028,15
6.5,1,1834,00
13.5,1,3629,19
4.9,1,778,18
6.9,1,857,09
5.0,1,1521,22
32.0,2,10836,01
21.5,6,9605,09
10.5,1,2853,13
4.5,1,1648,07
6.5,1,1004,16
7.0,1,2631,22
10.5,1,2277,19
6.1,1,1199,18
8.0,1,2550,02
8.9,1,3402,18
19.5,1,4127,20
6.5,1,1840,00
10.1,1,4633,03
57.33,1,20004,17
8.0,1,1776,08
11.7,1,3342,08
6.1,1,2421,12
5.0,1,761,09
8.1,5,1868,12
7.5,1,1732,09
14.5,1,7095,20
10.1,2,2628,13
17.7,1,6004,08
6.5,1,754,22
6.5,1,2480,01
10.5,5,3236,07
12.0,1,2287,09
6.9,2,1817,04
8.9,2,3370,09
9.3,1,2992,21
5.7,1,733,12
24.5,1,5542,07
17.5,1,5834,16
5.7,1,2151,11
25.47,2,9334,13
10.0,1,2024,12
7.0,2,1209,23
9.0,1,3617,00
4.1,1,677,16
10.1,1,1468,23
4.9,2,986,23
8.5,1,2126,10
5.3,1,850,01
10.0,2,3330,20
9.3,2,2665,22
5.0,3,996,00
3.7,1,650,03
4.5,1,810,23
8.5,1,1256,08
7.3,1,2287,14
11.0,1,2118,16
12.5,1,4280,00
5.7,1,1739,19
29.87,1,9262,20
6.1,2,1857,12
10.0,4,3117,22
4.9,1,710,19
68.5,1,18764,12
9.5,1,2981,20
49.57,1,20732,17
12.9,1,4391,08
62.4,1,7874,14
6.5,1,1509,15
5.0,1,1100,10
5.7,1,1619,13
6.5,1,1101,09
28.3,1,8621,22
7.0,1,2703,03
23.3,1,10921,05
6.5,1,1131,06
5.5,1,946,09
7.7,1,2188,02
3.5,2,556,07
6.9,1,2006,16
9.3,1,3650,14
7.5,1,1694,14
6.5,2,2990,16
6.1,1,932,21
14.0,1,1938,10
21.0,2,8821,00
4.5,3,909,18
4.5,2,1013,18
9.0,1,3592,20
6.9,1,1221,12
12.0,2,1684,18
20.1,1,7970,23
7.7,1,1753,20
30.9,1,9728,14
12.5,1,1317,18
6.0,2,1627,02
4.5,1,818,10
11.5,2,3448,04
20.0,1,4047,12
5.0,1,917,21
16.0,1,5053,02
10.9,1,2784,10
6.9,1,1975,22
10.5,2,2795,07
4.9,1,1164,22
7.5,1,2166,18
7.3,1,2455,23
29.7,1,12034,17
8.5,1,1777,10
5.3,1,1683,22
4.0,2,633,00
15.7,1,5896,01
15.7,1,6725,19
4.5,1,1029,17
10.1,1,1930,10
4.0,1,452,11
5.3,1,1090,18
4.9,1,1066,08
30.0,6,9875,07
9.0,1,2286,15
14.9,2,4955,19
10.5,1,4366,21
7.5,1,2008,10
6.0,1,518,20
7.7,5,740,15
5.3,4,1286,14
10.1,2,3901,23
11.7,1,5023,21
18.0,1,4390,18
10.0,1,2375,12
11.0,1,2009,11
8.1,1,2293,18
10.0,1,1221,10
13.0,1,3436,17
8.9,5,2208,17
8.0,1,1374,09
5.5,2,1697,21
7.7,2,2139,13
10.5,3,3442,00
6.1,1,1686,14
6.0,1,1309,08
9.0,1,1434,07
7.3,1,1570,11
10.5,6,1496,18
4.5,1,838,20
4.9,1,1573,16
7.0,2,1995,15
8.1,1,1936,19
6.1,1,1253,19
27.5,1,2290,08
4.5,1,807,20
29.1,1,10403,09
12.0,1,2893,12
36.5,1,14579,06
7.0,1,1401,00
12.9,3,3264,14
9.0,2,2356,07
10.5,2,2942,00
10.1,1,4644,02
56.8,2,14186,16
7.7,1,2685,20
11.0,1,4079,00
9.5,1,3157,20
9.5,1,1463,00
12.0,1,4159,14
5.0,1,904,23
6.0,1,1220,19
9.0,1,1456,17
18.0,1,4109,11
7.5,5,2664,22
4.1,1,1244,02
8.5,5,2836,16
5.3,1,836,12
13.5,1,4704,07
16.5,3,3019,12
3.7,1,483,02
3.7,1,705,14
29.3,1,13095,22
56.8,2,20882,15
9.0,2,1811,13
23.3,1,8605,17
5.3,1,1941,11
6.5,1,1525,19
20.5,1,6441,20
10.1,1,3323,22
15.5,4,4465,15
11.8,1,5859,21
6.9,1,1907,02
22.5,1,10833,22
36.8,1,11292,05
4.1,1,923,13
4.9,4,1865,21
12.0,1,2302,07
13.7,1,6039,00
12.0,5,3621,23
5.3,1,1083,09
4.9,3,1310,00
10.5,2,2930,18
12.5,1,3061,22
10.1,1,3514,19
11.3,1,5324,06
5.0,2,1083,15
6.9,1,2092,19
6.5,3,1490,13
14.1,1,5854,04
8.5,1,2195,15
26.5,1,7431,10
6.0,1,1111,19
8.5,1,1102,17
10.0,1,2272,16
4.9,1,932,17
12.5,1,4052,13
17.7,1,4501,21
13.5,1,2566,18
7.5,1,1778,18
6.5,1,1497,15
4.5,1,714,14
4.5,3,708,14
5.3,1,680,18
18.0,1,3563,23
4.5,2,829,09
14.0,2,1886,13
7.5,2,1881,20
28.9,1,11788,08
9.0,2,2196,02
12.9,1,5744,07
6.5,1,1599,21
5.5,1,864,18
9.0,1,2275,20
8.5,1,1295,12
7.0,1,1794,18
7.0,4,1964,23
8.5,1,2354,21
4.5,1,1547,23
6.5,1,1063,16
11.0,1,1010,22
4.1,2,540,21
6.5,1,1138,12
6.5,1,2611,09
9.0,1,2059,18
7.3,1,2020,13
4.5,1,802,06
8.0,1,2067,16
4.9,1,825,17
9.9,2,1267,18
13.5,6,4610,08
6.5,1,1465,23
6.5,2,2288,22
10.5,2,4016,10
6.5,1,1312,12
11.0,1,3183,17
24.5,1,9205,20
13.5,2,2787,22
9.5,1,2077,10
4.5,3,1068,03
13.3,1,5762,11
8.9,1,2954,13
49.57,4,20447,11
10.9,1,3720,19
5.3,5,1583,03
9.5,1,3210,20
6.5,5,1694,11
5.5,1,1211,20
4.9,1,1476,15
9.5,1,2229,18
10.1,1,3525,12
8.1,1,3108,07
4.9,1,1119,19
6.1,1,1128,18
4.5,1,682,13
4.5,1,966,09
8.9,1,1967,16
9.3,1,2941,21
8.0,1,1653,07
4.1,1,799,21
7.3,1,2617,07
32.9,1,9800,06
3.3,4,499,10
8.5,1,1196,13
10.5,6,3906,16
13.3,1,5976,22
11.3,1,2119,22
8.1,1,1568,13
9.7,1,2115,12
5.7,5,1791,18
5.5,2,1344,19
11.0,1,2123,13
5.5,1,1178,09
14.1,1,3707,11
8.9,1,931,10
12.5,1,4091,21
12.1,1,4899,19
9.7,2,3630,22
9.7,5,3085,18
5.0,1,693,19
7.0,1,1548,06
15.5,1,3105,16
11.7,1,3818,22
5.3,1,1646,20
7.5,1,1330,08
26.0,1,5824,16
6.1,2,2094,00
8.1,1,1966,10
4.1,1,590,14
6.5,1,1218,00
13.0,1,4261,17
6.1,1,2063,23
8.0,1,1623,15
12.1,1,5587,20
5.3,1,1766,19
55.33,1,23726,18
9.5,3,3038,05
10.0,1,1726,09
10.9,4,2884,13
13.0,1,4827,04
16.0,3,3804,14
10.0,1,2885,13
8.0,1,2495,22
4.5,1,1249,21
9.7,1,3842,09
9.5,1,3341,07
12.0,1,2474,10
6.5,1,1311,07
7.5,5,1889,02
7.5,1,1997,12
9.7,1,2190,13
14.5,1,3179,17
6.5,1,2370,13
10.9,2,2542,21
5.7,1,2151,06
19.5,2,7286,15
6.1,1,1023,19
7.0,1,1185,12
34.27,2,14645,00
11.5,5,2314,15
7.7,1,2180,08
31.04,1,10110,13
6.9,1,1304,02
8.5,1,1748,16
4.5,1,864,08
18.9,1,5663,12
11.5,1,3910,23
4.0,2,469,19
5.0,1,1829,23
10.1,1,2946,10
10.0,1,2409,15
11.7,2,4807,09
12.9,2,1353,14
16.5,1,5898,00
5.5,4,1157,06
12.5,1,4204,08
7.5,1,1711,12
5.7,1,521,14
34.5,1,9744,06
11.5,1,2513,18
4.1,2,669,21
10.5,6,2037,13
6.1,1,1498,18
6.5,1,996,00
4.9,1,1174,14
22.5,2,1932,13
11.5,1,2246,09
6.0,1,898,12
10.0,3,2974,14
7.0,1,1265,13
20.1,1,9535,04
27.0,2,7608,01
10.0,1,2874,15
5.0,1,1072,06
7.3,6,2528,19
12.1,5,3336,09
4.5,1,1106,15
8.0,2,2290,00
4.9,2,1467,08
49.15,1,19872,14
7.0,1,1228,15
7.3,1,3007,06
6.1,1,1239,21
4.9,1,672,19
10.0,2,2028,12
6.0,5,1178,09
3.5,2,555,08
43.7,1,13148,08
6.5,1,1583,22
4.5,2,555,10
9.0,1,2464,09
16.5,1,6807,03
15.7,1,6547,11
6.5,1,1497,08
4.5,2,895,18
5.0,1,634,08
18.5,1,6915,17
15.3,1,6594,18
7.0,2,1066,11
5.5,2,978,16
27.3,1,13565,01
16.9,1,6638,23
11.3,1,2702,17
11.5,1,2681,13
14.0,1,6024,21
10.9,1,3130,14
8.9,1,2686,23
9.5,1,2986,16
19.5,1,5687,22
37.5,1,4296,00
2.5,2,218,13
23.07,1,6285,20
21.5,1,8916,02
14.9,1,6763,16
7.5,3,1641,11
10.1,5,4402,05
5.5,1,758,22
9.5,4,3297,18
6.0,1,2190,13
5.5,1,1364,12
7.3,3,2033,19
11.7,1,5413,11
5.3,1,1326,08
7.0,1,1185,12
8.0,1,1239,22
5.3,3,672,04
8.0,1,2059,20
5.3,1,718,19
10.0,2,3553,01
50.0,2,20316,17
12.5,1,4124,22
7.3,3,2051,20
7.3,1,1909,14
13.0,5,4346,22
15.0,1,5947,07
8.5,1,1409,08
8.5,1,3119,17
4.5,1,801,00
15.7,5,6174,10
36.9,1,16831,15
6.1,3,1025,12
8.5,1,3878,09
6.5,1,895,16
19.0,1,3564,11
17.5,1,4611,11
13.7,1,3775,18
6.9,2,1979,08
12.1,1,4475,17
7.3,1,1954,13
8.0,3,1414,20
5.3,2,735,13
4.1,1,1538,16
5.0,1,1062,22
15.5,1,6229,07
5.7,1,1649,16
7.3,1,1384,20
4.9,3,1174,12
5.7,1,1896,08
4.5,1,1319,23
3.7,1,1062,07
10.5,1,3079,16
15.0,1,3807,14
6.9,2,1706,11
6.5,1,1346,11
5.5,1,1228,20
8.1,1,1801,08
11.7,1,5035,11
7.0,1,1706,12
8.9,1,2671,08
5.7,5,1131,11
5.5,1,1017,01
12.0,1,3685,02
16.5,1,5998,21
8.9,1,2007,21
6.9,1,2696,20
12.5,3,2223,20
8.9,1,2632,01
10.1,2,1286,11
5.3,1,1239,23
4.1,1,752,20
6.9,5,1875,06
7.3,1,3507,19
66.67,1,20001,15
8.1,1,1719,08
11.7,1,5366,11
4.5,1,999,20
83.0,1,14449,21
4.1,5,788,17
7.5,3,1706,03
6.0,1,1119,14
17.5,1,4352,02
8.9,5,3216,11
11.0,1,3288,21
20.1,1,9549,19
5.7,1,1796,19
8.1,1,1762,10
9.3,1,1636,08
7.7,2,1021,18
20.1,5,3738,21
9.3,5,1977,15
14.5,1,2553,11
9.3,3,2643,11
9.5,2,2858,22
3.3,1,600,12
6.5,1,2217,06
13.3,1,4218,09
21.0,1,4055,08
4.5,1,1060,23
11.7,1,5382,15
21.0,5,4390,12
10.5,1,2109,06
37.83,1,9898,19
7.0,2,2036,18
7.3,1,3256,21
7.3,3,2263,22
7.7,2,3423,18
9.3,1,3363,21
8.1,1,2905,12
4.9,5,1424,22
7.7,1,1643,11
21.7,1,4517,08
10.5,2,3542,16
10.5,5,1281,17
8.5,1,1613,12
8.5,1,938,14
5.5,3,1539,23
7.7,1,2195,08
14.1,3,4562,14
7.0,5,1409,21
11.3,5,4750,15
3.5,2,371,12
6.5,1,1726,02
15.0,1,4012,15
23.5,3,5472,17
7.7,2,3653,10
13.0,1,3122,09
7.0,1,1705,08
7.0,1,1727,12
12.0,1,4098,23
12.5,2,2642,19
2.9,5,315,13
7.7,1,673,12
9.3,2,3924,00
10.0,3,2867,01
8.1,1,3766,04
7.5,5,1497,03
6.1,1,1901,20
15.0,1,4054,22
9.5,1,2259,23
6.5,1,1299,19
15.5,1,6270,06
6.5,1,847,08
7.7,1,1340,19
6.9,1,2020,08
7.5,1,1380,20
4.5,1,873,10
11.7,1,2332,10
25.0,1,6217,08
7.3,6,2027,14
10.1,1,4041,03
6.5,1,1617,00
4.5,1,1059,17
15.7,1,7639,19
6.1,1,2529,19
6.5,1,1443,12
9.5,1,3327,05
9.7,1,3552,18
9.3,2,1512,14
6.5,1,2089,03
13.7,1,4281,10
4.9,5,860,14
12.1,1,4552,14
4.9,1,1674,21
30.0,1,10467,00
27.7,1,13255,09
7.5,1,1495,18
8.0,1,2441,22
5.5,1,880,16
9.7,1,3471,21
8.0,1,1570,20
6.0,2,1490,16
30.5,1,10285,16
9.7,1,4417,06
6.5,1,2102,14
4.9,2,1501,00
4.9,1,1149,18
10.1,5,2340,14
4.5,1,682,10
6.5,1,1099,17
7.7,5,2748,01
11.0,1,2197,18
8.1,5,1602,19
8.9,1,1997,10
4.9,1,1198,11
4.1,1,839,19
8.9,1,4108,07
38.04,3,10972,02
13.5,1,3463,14
6.0,1,1116,00
4.1,6,778,13
3.5,1,550,02
6.1,1,1594,14
7.0,1,1474,12
8.0,2,1714,19
17.5,1,3818,08
8.5,5,1982,17
11.7,1,4155,07
7.5,2,2366,00
15.0,3,4358,17
7.0,1,1756,07
16.0,1,1761,18
10.1,1,3383,07
4.9,1,1493,06
22.5,1,6936,23
5.0,6,1140,23
3.7,1,885,23
6.3,1,1484,18
27.3,1,9811,09
19.7,1,7427,17
10.5,1,3587,11
7.3,1,1852,14
8.9,1,2996,18
7.3,1,1956,07
38.33,3,11100,10
20.1,1,7021,12
6.1,1,1222,10
9.3,4,2369,13
9.3,1,3238,15
10.0,1,2353,10
14.5,1,6476,20
9.5,1,1957,04
29.5,1,10150,01
4.5,2,963,07
9.0,1,2226,20
5.7,1,1620,21
6.1,1,1482,19
10.5,2,3429,21
30.27,2,11355,14
10.9,1,4188,18
28.5,1,4157,12
9.5,1,1618,13
4.1,1,901,18
7.5,1,1560,09
30.5,1,9790,19
6.5,1,1545,08
8.5,1,1246,17
4.5,5,859,20
6.5,1,1490,00
4.9,2,1536,16
10.0,1,2818,06
7.3,2,2845,22
10.1,1,2688,15
15.7,3,6047,20
8.5,1,1825,15
5.3,5,1755,19
11.7,1,3593,21
12.5,6,2528,11
8.0,4,2649,18
15.7,1,5494,12
8.0,1,1322,14
20.1,1,7613,16
8.9,1,1462,18
8.5,5,2826,07
4.5,2,1156,18
11.0,1,3378,13
15.7,1,6379,09
10.6,1,3172,20
8.9,1,3608,19
13.7,1,6041,23
6.0,1,888,22
27.0,1,7826,07
14.0,2,3416,08
18.1,1,8820,18
5.0,1,724,18
11.3,1,4838,21
5.3,1,1336,07
9.7,1,3281,13
9.5,2,1862,18
13.7,3,5452,01
7.5,3,1286,12
10.1,1,3976,21
25.5,1,4758,17
12.9,5,5075,03
26.1,5,10612,23
5.3,1,1283,10
9.5,1,2044,23
5.3,1,1874,22
4.5,1,1140,02
7.7,1,2008,09
9.5,6,2966,22
4.9,1,736,14
3.7,5,1113,23
16.1,1,6700,02
25.07,1,7660,04
22.5,2,4602,18
21.7,1,6926,15
7.3,1,2087,03
11.3,1,3431,10
6.9,1,3157,21
8.5,1,3067,09
8.5,2,1869,17
27.0,3,11783,07
8.9,5,3557,23
7.3,1,1642,14
12.0,1,4270,10
8.5,2,1586,14
7.3,3,1238,19
9.5,1,1812,19
7.5,1,1966,10
9.7,4,3616,11
8.5,2,3573,12
10.5,1,4025,16
10.5,1,3937,11
11.5,1,4061,22
6.9,1,2909,16
5.3,1,1526,11
9.0,1,1975,12
4.5,1,1346,20
8.1,2,2140,10
15.3,1,6847,13
8.5,1,1685,09
11.0,1,2976,10
9.0,2,1865,19
16.0,2,3423,09
7.5,1,1113,13
12.5,2,2100,15
16.0,2,4285,13
9.3,3,3113,01
17.3,1,7339,01
8.5,1,1986,21
9.7,2,1994,20
8.5,1,2211,23
17.3,1,6698,20
12.9,2,2089,17
17.0,1,6421,03
7.5,1,1707,21
57.33,1,20620,07
14.5,1,3691,12
4.5,1,437,19
19.5,1,8561,23
11.7,1,2196,22
3.5,1,427,22
6.9,1,1790,07
15.3,2,5008,16
9.3,5,2871,12
7.5,4,2435,21
12.1,2,2737,00
9.3,1,3502,19
15.5,2,5796,15
10.0,2,2877,10
10.0,1,2966,17
11.0,1,2164,09
4.5,2,567,22
23.0,1,8400,21
13.5,1,3673,07
4.5,1,557,16
4.5,1,1013,02
9.0,1,1634,17
17.5,5,4507,11
22.1,5,8912,14
24.0,1,10934,04
8.5,1,1782,23
5.5,1,1131,20
57.33,1,20518,13
49.15,2,21948,07
4.5,1,1040,11
7.7,1,1479,08
8.0,2,1759,19
12.1,1,4562,18
7.5,1,1827,00
4.1,4,635,09
17.5,1,5070,20
27.5,1,11991,01
38.33,1,9739,08
8.5,1,2297,22
6.1,3,988,13
7.0,1,1272,13
5.4,1,1902,21
24.5,1,8662,20
12.1,1,5817,04
17.3,5,4470,08
12.9,1,3882,18
39.5,1,17869,17
8.0,3,2403,02
10.0,1,2498,20
9.5,1,2294,18
19.7,1,6577,00
49.33,5,16209,02
14.1,1,4984,23
12.9,1,3856,19
5.7,1,1586,06
17.5,1,4105,12
6.1,1,1203,12
4.9,1,480,10
80.75,1,18039,11
6.5,1,1306,08
16.9,1,6796,20
10.0,1,3989,06
9.0,1,1827,10
5.5,1,1291,20
3.7,5,667,11
41.87,1,5388,16
7.5,2,1545,06
15.7,1,2754,18
10.5,1,4133,05
5.0,1,782,02
17.0,1,6124,22
4.5,1,821,06
7.3,1,2876,04
32.5,2,12335,14
6.0,1,1887,22
8.5,2,1797,18
5.7,2,1183,03
8.5,3,2093,17
10.5,3,3181,21
12.5,5,3916,23
16.1,2,6299,21
25.3,1,5030,20
6.9,5,2692,10
14.0,6,3679,16
4.9,2,1994,16
12.5,1,2536,15
8.9,1,1990,14
8.5,3,3677,22
3.7,1,1136,22
8.5,1,3193,23
22.0,3,8480,02
12.0,1,2420,21
8.1,1,2534,21
6.0,2,943,08
4.5,1,1044,15
51.5,2,20887,20
9.0,1,1874,19
13.0,2,2621,18
20.5,1,9838,18
3.3,2,434,22
7.7,2,2000,01
6.0,1,1094,21
33.0,5,12723,04
8.1,1,2185,18
16.9,1,7631,18
10.5,2,4068,23
4.9,2,985,01
14.5,1,1720,11
18.5,1,3222,12
7.5,5,1307,21
18.0,1,3386,23
8.0,4,2040,04
8.5,1,2392,06
5.3,1,1291,07
4.1,5,717,15
4.1,6,688,10
20.0,1,6522,21
16.0,1,5185,19
14.1,1,4830,17
8.5,1,1181,12
71.1,1,16872,19
17.5,1,4803,20
25.5,1,7798,19
4.1,5,617,13
46.0,1,15473,19
8.5,1,2927,19
5.7,1,1546,09
6.5,2,2716,21
6.5,1,1622,23
6.5,1,1208,07
25.0,1,12194,03
7.5,1,1260,10
25.7,1,11390,12
4.5,3,1006,09
22.0,2,7295,05
12.5,1,4338,00
11.3,1,3408,17
5.0,1,1434,16
10.1,5,4040,15
7.5,6,1154,22
8.1,1,2650,19
13.7,1,3941,15
12.9,1,3608,19
4.0,1,719,23
6.9,1,3378,01
17.5,3,4821,11
3.7,1,582,22
8.0,1,2009,00
49.8,1,20797,09
57.33,2,21481,04
11.0,1,2711,01
4.1,1,1074,10
6.5,1,1784,17
10.5,1,2836,09
8.5,1,2223,21
8.5,5,2156,17
10.5,1,1931,20
14.5,1,3537,14
26.1,1,8579,10
6.5,5,1509,09
19.0,1,3226,00
9.0,1,2115,16
5.0,1,1190,21
29.04,1,8084,09
15.5,1,3292,13
99.0,1,13145,00
9.3,1,2925,12
25.5,1,7019,13
12.0,4,2385,17
10.9,1,1932,18
14.0,2,2740,10
6.1,1,2143,14
11.7,1,4059,17
6.1,1,1677,23
7.3,1,2455,07
38.5,1,13417,16
9.7,1,4396,02
12.0,1,3531,23
5.5,1,1104,14
2.9,1,575,06
25.75,3,3180,13
12.0,1,4123,06
7.5,1,1856,00
6.9,5,3084,01
20.1,2,4112,16
8.0,1,775,09
9.0,2,2256,13
14.1,1,3034,10
5.3,1,1114,08
11.0,1,1813,11
12.1,1,3889,00
57.33,1,19724,08
18.5,1,5436,14
13.7,1,5521,21
9.0,1,3334,06
6.1,1,1767,20
8.9,1,3626,11
5.0,2,441,19
10.1,1,4157,06
3.7,1,896,12
3.7,2,911,21
8.1,1,3045,07
13.5,1,3573,11
5.4,4,787,21
11.0,1,1812,18
9.3,1,4075,09
6.9,1,1800,20
20.0,1,8045,20
5.7,1,1619,00
5.7,1,2126,12
14.9,1,6007,09
4.9,1,1706,13
7.7,1,1222,16
3.7,2,852,16
16.9,3,6588,01
3.7,2,657,18
28.0,1,6948,23
6.5,1,1294,12
13.3,1,3725,09
12.5,1,2252,09
7.7,2,2578,23
5.3,1,870,10
14.5,1,2975,12
7.5,5,1902,22
17.5,1,5213,06
5.5,5,878,14
14.5,1,5749,20
5.8,1,1693,21
17.7,1,6619,14
5.5,1,890,18
4.5,1,769,08
7.0,1,1337,19
11.3,1,2956,11
5.0,6,1119,19
9.3,5,3162,18
45.0,1,19359,11
54.5,2,21314,05
6.5,2,1928,03
5.5,1,1330,00
11.5,1,4556,11
43.83,3,10608,11
4.5,3,871,00
8.1,5,2186,20
8.1,1,2478,01
16.5,1,2825,23
4.5,1,1006,19
9.3,1,4381,22
6.9,1,2030,17
5.7,1,1231,18
10.1,3,3801,20
8.9,1,2984,21
18.1,1,3579,11
9.5,1,2078,17
25.3,1,10831,00
35.0,1,10416,12
5.3,3,1688,14
5.3,1,1049,15
7.3,1,1467,11
14.5,2,2969,10
29.3,1,9225,22
8.9,1,2027,08
42.5,1,13349,18
6.1,1,1381,10
6.5,1,1882,20
40.54,1,12779,13
5.3,1,1245,02
7.5,5,1520,07
7.5,1,1248,18
6.5,1,1427,18
14.5,1,2341,18
8.1,1,1332,10
10.1,5,1924,10
5.7,5,1640,23
4.5,1,586,16
5.5,1,1264,17
20.5,3,8262,01
7.5,2,1904,07
6.1,1,2539,08
6.5,1,1787,09
6.1,2,1118,19
11.0,1,2756,21
30.5,1,11968,19
7.5,1,2162,22
6.9,1,984,12
11.3,1,3426,02
8.9,1,2630,20
10.0,1,2394,22
5.7,4,1839,09
7.7,1,1964,10
4.5,3,659,18
10.0,1,2548,13
10.5,1,5078,23
27.0,1,9678,03
7.7,1,2311,07
8.1,1,2866,06
11.0,1,2975,10
6.5,2,1133,20
5.3,5,1220,13
3.7,1,515,17
5.5,1,1693,00
6.1,5,1942,21
21.5,6,9251,01
14.9,1,4993,07
8.9,1,2488,17
4.5,1,789,20
4.5,1,1231,04
10.0,1,2590,21
7.5,1,2436,12
5.0,1,1207,23
7.7,1,2190,19
10.0,5,1989,16
8.5,1,2224,21
7.7,5,2274,23
13.3,1,5281,07
6.9,2,1069,09
8.5,1,1844,17
6.9,1,2760,07
8.5,5,2685,08
35.07,5,10521,13
7.5,6,1075,10
7.3,1,2561,10
5.7,2,1951,19
49.8,1,21382,08
8.5,1,1808,15
12.5,2,3137,21
7.3,5,1428,20
3.3,2,445,10
11.7,1,4813,19
6.1,1,1726,04
14.1,1,6419,22
11.0,1,2368,19
3.7,1,646,14
24.1,1,6620,08
10.5,1,4139,22
13.0,3,3781,23
11.3,1,4258,06
23.7,1,9222,16
6.5,1,2002,19
7.5,1,1960,07
13.7,3,5500,12
11.0,1,3005,20
14.1,1,4828,20
4.1,3,862,23
4.1,1,1000,11
6.5,1,1330,00
3.7,1,924,19
3.3,2,358,15
6.5,1,2212,00
39.83,1,9448,17
5.5,1,1510,14
7.3,1,1827,17
12.0,1,2555,11
6.9,1,1275,11
10.5,1,2386,21
4.5,1,1003,09
7.7,1,1621,19
7.3,1,2326,15
10.9,1,4016,21
7.5,2,1438,20
28.1,1,10737,14
5.3,1,1588,22
7.0,1,1704,15
6.9,1,1341,11
10.0,3,3690,02
9.3,2,3206,07
16.0,2,2745,09
4.0,1,742,23
6.1,5,1374,13
14.0,1,4058,23
28.67,2,11056,07
4.5,1,844,20
4.5,1,1328,14
7.3,5,638,22
3.7,2,615,15
7.5,1,1828,16
4.1,2,656,18
8.6,2,3273,02
4.5,1,984,16
6.5,5,1538,22
5.3,5,727,19
16.5,1,2379,10
7.7,1,3263,18
12.0,2,2687,17
6.9,1,2195,03
20.0,1,8409,15
12.5,1,3336,00
14.0,6,5601,22
7.4,2,2902,01
27.3,1,10394,15
4.9,1,1134,14
10.1,1,2203,19
16.0,1,2770,01
5.7,5,1788,20
8.0,1,2718,21
9.7,2,2602,07
3.7,1,653,22
12.9,1,3385,21
13.3,1,4662,18
8.0,2,1886,19
9.5,5,2480,12
5.7,1,1389,17
10.5,1,4425,20
52.0,5,20267,15
4.9,1,1359,17
11.0,1,3891,12
4.5,1,1037,17
19.3,1,8895,11
5.5,1,534,02
19.5,2,8908,02
31.05,1,8578,17
14.0,1,3830,00
7.5,1,2465,21
4.1,1,1113,16
3.0,1,386,23
9.7,2,3771,00
44.0,1,9617,18
17.0,1,5471,09
6.1,1,1865,03
3.7,2,823,15
34.5,1,8796,15
5.3,1,605,19
11.0,1,2247,18
14.5,1,5140,21
5.3,1,1258,22
9.0,1,1522,20
7.3,2,2221,08
4.5,1,1105,21
10.5,2,1332,21
10.5,1,3525,23
5.0,1,752,20
6.1,3,1262,15
25.0,3,10816,05
9.7,1,2592,19
12.0,1,2729,16
10.1,1,3658,21
6.9,2,2001,14
14.9,1,5195,20
13.7,1,3320,01
20.5,1,7439,03
11.5,1,1924,17
11.5,6,2463,11
13.5,2,3109,18
10.5,2,1271,18
7.0,1,1040,23
8.0,2,3003,22
6.9,2,1442,18
9.3,1,1900,10
12.5,2,1360,18
4.5,2,989,22
12.0,1,2147,15
14.0,1,4561,23
9.7,1,2587,16
49.8,2,19416,10
6.9,3,3003,03
8.1,4,2741,21
7.0,5,2783,22
3.7,1,403,08
8.9,1,3454,20
10.9,1,1884,10
5.5,2,1307,11
5.0,1,1183,17
4.5,2,651,23
6.0,1,981,13
17.5,1,4088,15
9.3,1,3137,09
6.5,6,1745,11
